Customer ID,Order Date,Order ID,Postal Code,Product ID,Row ID,Segment,Ship Date,Ship Mode,CY Profit,CY Quantity,CY Sales,Discount,Order Date (Year),Profit,PY Profit,PY Quantity,PY Sales,Quantity,Sales
SN-20710,27-12-2021,CA-2021-117415,77041,OFF-EN-10002986,38,Home Office,31-12-2021,Standard Class,,,,0.2,2021,$0K,,,,9,113.328
SN-20710,27-12-2021,CA-2021-117415,77041,FUR-BO-10002545,39,Home Office,31-12-2021,Standard Class,,,,0.32,2021,$0K,,,,3,532.3992
SN-20710,27-12-2021,CA-2021-117415,77041,FUR-CH-10004218,40,Home Office,31-12-2021,Standard Class,,,,0.3,2021,$0K,,,,3,212.058
SN-20710,27-12-2021,CA-2021-117415,77041,TEC-PH-10000486,41,Home Office,31-12-2021,Standard Class,,,,0.2,2021,$0K,,,,4,371.168
LC-16930,10-09-2023,CA-2023-120999,60540,TEC-PH-10004093,42,Corporate,15-09-2023,Standard Class,$0K,0K,$0K,0.2,2023,$0K,,,,4,147.168
RA-19885,17-07-2022,CA-2022-101343,90049,OFF-ST-10003479,43,Corporate,22-07-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,2,77.88
ES-14080,19-09-2023,CA-2023-139619,32935,OFF-ST-10003282,44,Corporate,23-09-2023,Standard Class,$0K,0K,$0K,0.2,2023,$0K,,,,2,95.616
ON-18715,11-03-2022,CA-2022-118255,55122,TEC-AC-10000171,45,Corporate,13-03-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,2,45.98
ON-18715,11-03-2022,CA-2022-118255,55122,OFF-BI-10003291,46,Corporate,13-03-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,2,17.46
PO-18865,20-10-2020,CA-2020-146703,48185,OFF-ST-10001713,47,Consumer,25-10-2020,Second Class,,,,0,2020,$0K,,,,4,211.96
LH-16900,20-06-2022,CA-2022-169194,19901,TEC-AC-10002167,48,Consumer,25-06-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,3,45
LH-16900,20-06-2022,CA-2022-169194,19901,TEC-PH-10003988,49,Consumer,25-06-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,2,21.8
DP-13000,18-04-2021,CA-2021-115742,47150,OFF-BI-10004410,50,Consumer,22-04-2021,Standard Class,,,,0,2021,$0K,,,,6,38.22
DP-13000,18-04-2021,CA-2021-115742,47150,OFF-LA-10002762,51,Consumer,22-04-2021,Standard Class,,,,0,2021,$0K,,,,6,75.18
DP-13000,18-04-2021,CA-2021-115742,47150,FUR-FU-10001706,52,Consumer,22-04-2021,Standard Class,,,,0,2021,$0K,,,,2,6.16
DP-13000,18-04-2021,CA-2021-115742,47150,FUR-CH-10003061,53,Consumer,22-04-2021,Standard Class,,,,0,2021,$0K,,,,1,89.99
JM-15265,11-12-2022,CA-2022-105816,10024,OFF-FA-10000304,54,Corporate,17-12-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,7,15.26
JM-15265,11-12-2022,CA-2022-105816,10024,TEC-PH-10002447,55,Corporate,17-12-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$1K,5,1029.95
TB-21055,17-06-2022,CA-2022-111682,12180,OFF-ST-10000604,56,Consumer,18-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,6,208.56
TB-21055,17-06-2022,CA-2022-111682,12180,OFF-PA-10001569,57,Consumer,18-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,5,32.4
TB-21055,17-06-2022,CA-2022-111682,12180,FUR-CH-10003968,58,Consumer,18-06-2022,First Class,,,,0.1,2022,$0K,$0K,0K,$0K,5,319.41
TB-21055,17-06-2022,CA-2022-111682,12180,OFF-PA-10000587,59,Consumer,18-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,2,14.56
TB-21055,17-06-2022,CA-2022-111682,12180,TEC-AC-10002167,60,Consumer,18-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,2,30
TB-21055,17-06-2022,CA-2022-111682,12180,OFF-BI-10001460,61,Consumer,18-06-2022,First Class,,,,0.2,2022,$0K,$0K,0K,$0K,4,48.48
TB-21055,17-06-2022,CA-2022-111682,12180,OFF-AR-10001868,62,Consumer,18-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,1,1.68
KM-16720,24-11-2021,CA-2021-135545,90004,TEC-AC-10004633,63,Consumer,30-11-2021,Standard Class,,,,0,2021,$0K,,,,2,13.98
KM-16720,24-11-2021,CA-2021-135545,90004,OFF-BI-10001078,64,Consumer,30-11-2021,Standard Class,,,,0.2,2021,$0K,,,,6,25.824
KM-16720,24-11-2021,CA-2021-135545,90004,OFF-PA-10003892,65,Consumer,30-11-2021,Standard Class,,,,0,2021,$0K,,,,3,146.73
KM-16720,24-11-2021,CA-2021-135545,90004,FUR-FU-10000397,66,Consumer,30-11-2021,Standard Class,,,,0,2021,$0K,,,,4,79.76
PS-18970,30-04-2021,US-2021-164175,60610,FUR-CH-10001146,67,Home Office,05-05-2021,Standard Class,,,,0.3,2021,$0K,,,,5,213.115
BS-11590,05-12-2020,CA-2020-106376,85234,OFF-AR-10002671,68,Corporate,10-12-2020,Standard Class,,,,0.2,2020,$0K,,,,8,1113.024
BS-11590,05-12-2020,CA-2020-106376,85234,TEC-PH-10002726,69,Corporate,10-12-2020,Standard Class,,,,0.2,2020,$0K,,,,4,167.968
KD-16270,04-06-2022,CA-2022-119823,22153,OFF-PA-10000482,70,Consumer,06-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,2,75.88
HM-14980,18-09-2022,CA-2022-106075,10009,OFF-BI-10004654,71,Consumer,23-09-2022,Standard Class,,,,0.2,2022,$0K,$0K,0K,$0K,1,4.616
TB-21520,14-09-2023,CA-2023-114440,49201,OFF-PA-10004675,72,Consumer,17-09-2023,Second Class,$0K,0K,$0K,0,2023,$0K,,,,3,19.05
JE-15745,26-04-2021,US-2021-134026,38109,FUR-CH-10000513,73,Consumer,02-05-2021,Standard Class,,,,0.2,2021,$0K,,,,8,831.936
JE-15745,26-04-2021,US-2021-134026,38109,FUR-FU-10003708,74,Consumer,02-05-2021,Standard Class,,,,0.2,2021,$0K,,,,2,97.04
JE-15745,26-04-2021,US-2021-134026,38109,OFF-ST-10004123,75,Consumer,02-05-2021,Standard Class,,,,0.2,2021,$0K,,,,1,72.784
KB-16600,09-12-2023,US-2023-118038,77041,OFF-BI-10004182,76,Corporate,11-12-2023,First Class,$0K,0K,$0K,0.8,2023,$0K,,,,3,1.248
KB-16600,09-12-2023,US-2023-118038,77041,FUR-FU-10000260,77,Corporate,11-12-2023,First Class,$0K,0K,$0K,0.6,2023,$0K,,,,3,9.708
KB-16600,09-12-2023,US-2023-118038,77041,OFF-ST-10000615,78,Corporate,11-12-2023,First Class,$0K,0K,$0K,0.2,2023,$0K,,,,3,27.24
JE-15745,26-11-2020,US-2020-147606,77070,FUR-FU-10003194,79,Consumer,01-12-2020,Second Class,,,,0.6,2020,$0K,,,,5,19.3
SC-20770,12-06-2022,CA-2022-127208,35601,OFF-AP-10002118,80,Corporate,15-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,1,208.16
SC-20770,12-06-2022,CA-2022-127208,35601,OFF-BI-10002309,81,Corporate,15-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,3,16.74
DN-13690,12-10-2020,CA-2020-139451,94122,OFF-AR-10002053,82,Consumer,16-10-2020,Standard Class,,,,0,2020,$0K,,,,5,14.9
DN-13690,12-10-2020,CA-2020-139451,94122,OFF-ST-10002370,83,Consumer,16-10-2020,Standard Class,,,,0,2020,$0K,,,,1,21.39
JC-16105,03-09-2021,CA-2021-149734,27707,OFF-EN-10000927,84,Corporate,08-09-2021,Standard Class,,,,0.2,2021,$0K,,,,7,200.984
CS-12400,13-11-2023,US-2023-119662,60623,OFF-ST-10003656,85,Home Office,16-11-2023,First Class,$0K,0K,$0K,0.2,2023,$0K,,,,3,230.376
PO-18865,28-05-2023,CA-2023-140088,29203,FUR-CH-10000863,86,Consumer,30-05-2023,Second Class,$0K,0K,$0K,0,2023,$0K,,,,2,301.96
PG-18895,26-10-2023,CA-2023-155558,55901,TEC-AC-10001998,87,Consumer,02-11-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,19.99
PG-18895,26-10-2023,CA-2023-155558,55901,OFF-LA-10000134,88,Consumer,02-11-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,2,6.16
GM-14455,05-04-2022,CA-2022-159695,77095,OFF-ST-10003442,89,Home Office,10-04-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$0K,7,158.368
JS-15685,17-09-2022,CA-2022-109806,90036,OFF-AR-10004930,90,Corporate,22-09-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,3,20.1
JS-15685,17-09-2022,CA-2022-109806,90036,TEC-PH-10004093,91,Corporate,22-09-2022,Standard Class,,,,0.2,2022,$0K,$0K,0K,$0K,2,73.584
JS-15685,17-09-2022,CA-2022-109806,90036,OFF-PA-10000304,92,Corporate,22-09-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,6.48
KB-16315,31-01-2021,CA-2021-149587,55407,OFF-PA-10003177,93,Consumer,05-02-2021,Second Class,,,,0,2021,$0K,,,,2,12.96
KB-16315,31-01-2021,CA-2021-149587,55407,FUR-FU-10003799,94,Consumer,05-02-2021,Second Class,,,,0,2021,$0K,,,,3,53.34
KB-16315,31-01-2021,CA-2021-149587,55407,OFF-BI-10002852,95,Consumer,05-02-2021,Second Class,,,,0,2021,$0K,,,,2,32.96
RB-19705,06-11-2023,US-2023-109484,97206,OFF-BI-10004738,96,Home Office,12-11-2023,Standard Class,$0K,0K,$0K,0.7,2023,$0K,,,,1,5.682
PN-18775,09-11-2023,CA-2023-161018,10009,FUR-FU-10000629,97,Home Office,11-11-2023,Second Class,$0K,0K,$0K,0,2023,$0K,,,,7,96.53
KD-16345,17-06-2023,CA-2023-157833,94122,OFF-BI-10001721,98,Consumer,20-06-2023,First Class,$0K,0K,$0K,0.2,2023,$0K,,,,3,51.312
ER-13855,06-09-2022,CA-2022-149223,55106,OFF-AP-10000358,99,Corporate,11-09-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,6,77.88
RB-19465,29-08-2022,CA-2022-158568,60610,OFF-PA-10003256,100,Home Office,02-09-2022,Standard Class,,,,0.2,2022,$0K,$0K,0K,$0K,7,64.624
RB-19465,29-08-2022,CA-2022-158568,60610,TEC-AC-10001767,101,Home Office,02-09-2022,Standard Class,,,,0.2,2022,$0K,$0K,0K,$0K,3,95.976
RB-19465,29-08-2022,CA-2022-158568,60610,OFF-BI-10002609,102,Home Office,02-09-2022,Standard Class,,,,0.8,2022,$0K,$0K,0K,$0K,3,1.788
GZ-14470,01-12-2022,CA-2022-129903,55901,OFF-PA-10004040,103,Consumer,04-12-2022,Second Class,,,,0,2022,$0K,$0K,0K,$0K,4,23.92
LC-16870,13-11-2021,US-2021-156867,80013,TEC-AC-10001552,104,Consumer,17-11-2021,Standard Class,,,,0.2,2021,$0K,,,,6,238.896
LC-16870,13-11-2021,US-2021-156867,80013,FUR-FU-10004006,105,Consumer,17-11-2021,Standard Class,,,,0.2,2021,$0K,,,,3,102.36
LC-16870,13-11-2021,US-2021-156867,80013,OFF-BI-10002794,106,Consumer,17-11-2021,Standard Class,,,,0.7,2021,$0K,,,,3,36.882
JM-15250,23-11-2023,CA-2023-119004,28205,TEC-AC-10003499,107,Consumer,28-11-2023,Standard Class,$0K,0K,$0K,0.2,2023,$0K,,,,8,74.112
JM-15250,23-11-2023,CA-2023-119004,28205,TEC-PH-10002844,108,Consumer,28-11-2023,Standard Class,$0K,0K,$0K,0.2,2023,$0K,,,,1,27.992
JM-15250,23-11-2023,CA-2023-119004,28205,OFF-AR-10000390,109,Consumer,28-11-2023,Standard Class,$0K,0K,$0K,0.2,2023,$0K,,,,1,3.304
PA-19060,15-10-2021,CA-2021-129476,60462,TEC-AC-10000844,110,Home Office,20-10-2021,Standard Class,,,,0.2,2021,$0K,,,,5,339.96
CV-12805,25-12-2023,CA-2023-146780,10035,FUR-FU-10001934,111,Corporate,30-12-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,2,41.96
CL-12565,03-11-2022,CA-2022-128867,50322,OFF-AR-10000380,112,Consumer,10-11-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,2,75.96
CL-12565,03-11-2022,CA-2022-128867,50322,OFF-BI-10003981,113,Consumer,10-11-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,6,27.24
RC-19960,25-08-2020,CA-2020-115259,43229,OFF-FA-10000621,114,Consumer,27-08-2020,Second Class,,,,0.2,2020,$0K,,,,14,40.096
RC-19960,25-08-2020,CA-2020-115259,43229,OFF-EN-10002600,115,Consumer,27-08-2020,Second Class,,,,0.2,2020,$0K,,,,2,4.72
RC-19960,25-08-2020,CA-2020-115259,43229,OFF-PA-10004965,116,Consumer,27-08-2020,Second Class,,,,0.2,2020,$0K,,,,3,23.976
RC-19960,25-08-2020,CA-2020-115259,43229,OFF-EN-10002504,117,Consumer,27-08-2020,Second Class,,,,0.2,2020,$0K,,,,6,130.464
DK-13090,02-03-2021,CA-2021-110457,98103,FUR-TA-10001768,118,Consumer,06-03-2021,Standard Class,,,,0,2021,$0K,,,,3,787.53
GG-14650,05-04-2021,US-2021-136476,37620,OFF-BI-10003650,119,Corporate,10-04-2021,Standard Class,,,,0.7,2021,$0K,,,,1,157.794
SC-20725,12-06-2022,CA-2022-103730,19805,FUR-FU-10002157,120,Consumer,15-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,3,47.04
SC-20725,12-06-2022,CA-2022-103730,19805,OFF-BI-10003910,121,Consumer,15-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,4,30.84
SC-20725,12-06-2022,CA-2022-103730,19805,OFF-ST-10000777,122,Consumer,15-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,6,226.56
SC-20725,12-06-2022,CA-2022-103730,19805,OFF-EN-10002500,123,Consumer,15-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,9,115.02
SC-20725,12-06-2022,CA-2022-103730,19805,TEC-PH-10003875,124,Consumer,15-06-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,7,68.04
AD-10180,26-12-2020,US-2020-152030,77041,FUR-CH-10004063,125,Home Office,28-12-2020,Second Class,,,,0.3,2020,$0K,,,,3,600.558
PF-19165,20-09-2020,US-2020-134614,61701,FUR-TA-10004534,126,Consumer,25-09-2020,Standard Class,,,,0.5,2020,$0K,,,,6,617.7
TS-21610,05-11-2023,US-2023-107272,85023,OFF-BI-10003274,127,Consumer,12-11-2023,Standard Class,$0K,0K,$0K,0.7,2023,$0K,,,,2,2.388
TS-21610,05-11-2023,US-2023-107272,85023,OFF-ST-10002974,128,Consumer,12-11-2023,Standard Class,$0K,0K,$0K,0.2,2023,$0K,,,,7,243.992
LS-16975,06-11-2022,US-2022-125969,90004,FUR-CH-10001146,129,Home Office,10-11-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$0K,2,81.424
LS-16975,06-11-2022,US-2022-125969,90004,FUR-FU-10003773,130,Home Office,10-11-2022,Second Class,,,,0,2022,$0K,$0K,0K,$0K,3,238.56
DW-13585,02-02-2023,US-2023-164147,43229,TEC-PH-10002293,131,Corporate,05-02-2023,First Class,$0K,0K,$0K,0.4,2023,$0K,,,,5,59.97
DW-13585,02-02-2023,US-2023-164147,43229,OFF-PA-10002377,132,Corporate,05-02-2023,First Class,$0K,0K,$0K,0.2,2023,$0K,,,,2,78.304
DW-13585,02-02-2023,US-2023-164147,43229,OFF-FA-10002780,133,Corporate,05-02-2023,First Class,$0K,0K,$0K,0.2,2023,$0K,,,,9,21.456
LC-16885,13-10-2022,CA-2022-145583,95661,OFF-PA-10001804,134,Consumer,19-10-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,3,20.04
LC-16885,13-10-2022,CA-2022-145583,95661,OFF-PA-10001736,135,Consumer,19-10-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,35.44
LC-16885,13-10-2022,CA-2022-145583,95661,OFF-AR-10001149,136,Consumer,19-10-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,4,11.52
LC-16885,13-10-2022,CA-2022-145583,95661,OFF-FA-10002988,137,Consumer,19-10-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,2,4.02
LC-16885,13-10-2022,CA-2022-145583,95661,OFF-BI-10004781,138,Consumer,19-10-2022,Standard Class,,,,0.2,2022,$0K,$0K,0K,$0K,3,76.176
LC-16885,13-10-2022,CA-2022-145583,95661,OFF-SU-10001218,139,Consumer,19-10-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,6,65.88
LC-16885,13-10-2022,CA-2022-145583,95661,FUR-FU-10001706,140,Consumer,19-10-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,14,43.12
JD-15895,05-09-2022,CA-2022-110366,19140,FUR-FU-10004848,141,Corporate,07-09-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$0K,2,82.8
SH-19975,18-09-2023,CA-2023-106180,94122,OFF-AR-10000940,142,Corporate,23-09-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,3,8.82
SH-19975,18-09-2023,CA-2023-106180,94122,OFF-EN-10004030,143,Corporate,23-09-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,3,10.86
SH-19975,18-09-2023,CA-2023-106180,94122,OFF-PA-10004327,144,Corporate,23-09-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,3,143.7
SG-20080,22-12-2023,CA-2023-155376,64055,OFF-AP-10001058,145,Consumer,27-12-2023,Standard Class,$0K,0K,$1K,0,2023,$0K,,,,3,839.43
HA-14920,07-09-2021,CA-2021-110744,91104,OFF-ST-10003656,146,Consumer,12-09-2021,Standard Class,,,,0,2021,$0K,,,,7,671.93
MG-17680,22-10-2020,CA-2020-110072,43055,FUR-FU-10000521,147,Home Office,28-10-2020,Standard Class,,,,0.2,2020,$0K,,,,4,93.888
JE-16165,05-12-2022,CA-2022-114489,53132,TEC-PH-10000215,148,Corporate,09-12-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,11,384.45
JE-16165,05-12-2022,CA-2022-114489,53132,TEC-PH-10001448,149,Corporate,09-12-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,3,149.97
JE-16165,05-12-2022,CA-2022-114489,53132,FUR-CH-10000454,150,Corporate,09-12-2022,Standard Class,,,,0,2022,$1K,$1K,0K,$2K,8,1951.84
JE-16165,05-12-2022,CA-2022-114489,53132,OFF-BI-10002735,151,Corporate,09-12-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,5,171.55
TW-21025,13-03-2022,CA-2022-158834,85254,OFF-AP-10000326,152,Home Office,16-03-2022,First Class,,,,0.2,2022,$0K,$0K,0K,$0K,5,157.92
TW-21025,13-03-2022,CA-2022-158834,85254,TEC-PH-10001254,153,Home Office,16-03-2022,First Class,,,,0.2,2022,$0K,$0K,0K,$0K,2,203.184
SP-20650,31-05-2021,CA-2021-124919,95123,OFF-PA-10001950,154,Corporate,02-06-2021,First Class,,,,0,2021,$0K,,,,7,58.38
SP-20650,31-05-2021,CA-2021-124919,95123,OFF-PA-10002254,155,Corporate,02-06-2021,First Class,,,,0,2021,$0K,,,,4,105.52
SP-20650,31-05-2021,CA-2021-124919,95123,OFF-ST-10001590,156,Corporate,02-06-2021,First Class,,,,0,2021,$0K,,,,6,80.88
NK-18490,28-05-2021,CA-2021-118948,98105,OFF-AR-10001547,157,Home Office,03-06-2021,Standard Class,,,,0,2021,$0K,,,,3,6.63
DB-13060,01-03-2020,CA-2020-104269,98115,FUR-CH-10004063,158,Consumer,06-03-2020,Second Class,,,,0.2,2020,$0K,,,,2,457.568
NP-18670,20-11-2022,CA-2022-114104,73034,OFF-LA-10002475,159,Consumer,24-11-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,2,14.62
NP-18670,20-11-2022,CA-2022-114104,73034,TEC-PH-10004536,160,Consumer,24-11-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$1K,7,944.93
TT-21070,11-05-2022,CA-2022-162733,90045,OFF-PA-10002751,161,Consumer,12-05-2022,First Class,,,,0,2022,$0K,$0K,0K,$0K,1,5.98
EM-13960,28-12-2021,CA-2021-119697,19134,TEC-AC-10003657,162,Consumer,31-12-2021,Second Class,,,,0.2,2021,$0K,,,,2,54.384
RD-19900,16-11-2022,CA-2022-154508,88220,OFF-EN-10001990,163,Consumer,20-11-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,5,28.4
MJ-17740,07-11-2022,CA-2022-113817,98115,OFF-BI-10004002,164,Consumer,11-11-2022,Standard Class,,,,0.2,2022,$0K,$0K,0K,$0K,2,27.68
BM-11140,08-09-2020,CA-2020-139892,78207,OFF-AR-10004441,165,Consumer,12-09-2020,Standard Class,,,,0.2,2020,$0K,,,,3,9.936
BM-11140,08-09-2020,CA-2020-139892,78207,TEC-MA-10000822,166,Consumer,12-09-2020,Standard Class,,,,0.4,2020,-$1K,,,,8,8159.952
BM-11140,08-09-2020,CA-2020-139892,78207,OFF-ST-10000991,167,Consumer,12-09-2020,Standard Class,,,,0.2,2020,$0K,,,,3,275.928
BM-11140,08-09-2020,CA-2020-139892,78207,FUR-CH-10004287,168,Consumer,12-09-2020,Standard Class,,,,0.3,2020,$0K,,,,9,1740.06
